,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Pesca,0.0,0.0,0.0,0.0,0.0,0.0,0.00018360055632349022,0.0,0.0,0.0,0.10397768047372355,0.0,0.0,0.0,0.0,0.8923640723512869,0.0,0.0,0.0,0.0,0.0004968421069727001,0.0,0.0,0.0,0.0,2.7040683439063354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008002174623130626,0.0,0.0,0.0,0.0,0.0004955022532887826,0.0,0.0,0.0006748802404265932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.121065118716112e-05,0.0007827993644221344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010150406696345103,5.4649789653122037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Extracción de petróleo, gas, carbón y uranio",4.997104106490516e-07,1.6682954939127763e-05,1.192751406401671e-05,7.030761638353255e-06,0.0,0.0,0.0,0.0,0.0,6.9508898923888576e-06,6.73789856981713e-07,0.0645690075634304,0.0,0.0,0.0,5.214191416034777e-06,0.0,9.011785737618942e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.635498895503801e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.374005346651539e-05,0.0,0.0,0.0,0.653645743898951,0.00393749685261801,0.004013088292196111,0.00026495710929225576,2.674065095018306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.614609361943882e-05,0.0,0.0,0.0,0.00020697841369604817,0.006168566620602446,0.0,0.00011135554982877412,1.7612743981892803e-07,8.153062068827355e-06,0.0,0.0,0.0,0.0,4.23525052959934e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6515019473253905e-05,0.0,0.0,0.0,0.0,1.835002163694878e-05,0.0,0.0,0.0,0.10687181624948605,0.15866790213375587,8.151014075341089e-07,1.0495966617116351e-05,0.0,0.0,0.0,0.0,0.00024590052990254503,0.0,0.0006634352019151492,0.0,0.0,1.4950352449746217e-07,0.0,0.0,0.0,0.0,5.3247830642931736e-08,0.0,7.098140624051427e-05,2.9314978762420183e-05,6.204805865341935e-05,9.593825486415912e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0137567757019695e-05
Extracción de minerales metalíferos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9036475411743863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007092068466117025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012145509529522034,0.0,0.0,0.0,0.0,0.008764317968919215,0.0,0.0,0.0,0.0,0.0001311621928675697,0.0,0.0,0.036290853668721534,0.0,0.024646991607536427,0.0,0.0,0.012563366536444605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022617948081129973,1.013152638016718e-05,0.0,0.0008647394677991339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Extracción de otros minerales,0.0,0.0005768374944625122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.275894032820254e-06,0.07298175978934249,0.0,0.02392778253366006,0.00023564079176500018,0.0,0.0005357344928777632,0.00023465575251133515,0.0,0.0007031762411636381,0.0,0.0,0.0008595959971944888,0.0,0.0,5.0595198029157335e-05,0.0,0.0030969484886856154,0.0006123138324316293,0.0005693079141068456,0.0,0.0,0.0011684281904742345,0.002117297101241409,0.0,0.0,0.0,0.0,0.0,0.0,8.885501813173693e-05,0.0018209346094228316,0.0,0.0,0.0,0.0,0.0,0.0,0.016155024343454172,0.0,3.0670540398205997e-06,0.004438982385199719,0.00016562091815031237,0.01031586089609976,0.0011641372997859211,1.1492124626091785e-06,0.0006559092818248945,0.0012482238324396887,0.0013035427414352851,0.012129810681723877,0.041160842791227524,0.05155712617245416,0.04027846403008274,0.03691527137100121,0.009056212100801275,0.003254912965364258,0.01157498732209706,1.4999461362626288e-06,0.0001571436106339226,0.0,0.002296051876107255,4.307308009207908e-05,0.0007686291146022427,0.0,0.0,0.0,0.0,1.0477235698073289e-05,4.651325506131824e-05,0.0,0.0,0.0,0.0,0.0,0.00011989867945936148,0.0,0.0,0.004511435007274216,0.0001501513244166187,0.0,0.0,0.0,0.0,0.0,0.0,0.6362652335201217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010171798905251252,0.0009323023415009901,0.001973250035230078,0.000741622621730927,0.0,0.0,0.0,0.0,0.0,2.9849674353485154e-08,2.2387255765113865e-07
"Matanza de animales, conservación y procesamiento de carnes",0.0,0.0,0.0,0.0,0.0,0.000350681596412234,0.0046029745191261875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4205531059825178,0.00048325329429129343,0.0,0.0,3.334055255143217e-05,0.0,0.017926281190080953,0.027556481112634583,0.0,0.0015130485380924455,0.015124129502921085,0.0010354797821904168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01642822060680521,0.2315637072692336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.422922188004647e-05,0.0,0.0,0.0,0.0,0.00896575643608124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0729516554440401e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00509212686268936,0.19030658689827912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030206699508547624,0.0039945342627110015,0.008454827265509017,0.005138572441198992,0.006971623547066151,0.0,0.003631784442939867,0.0,0.0,1.0209129042914412e-06,4.0804736781640795e-05
Elaboración y conservación de pescado y productos de pescado,0.0,0.0,0.0,0.0,0.0,3.231720006619699e-05,0.011914747936493506,0.0,0.0,0.0,0.011797553694495208,0.0,0.0,0.0,0.0,0.4433504342224233,0.0,0.0,0.0,0.0,0.0654423301340489,0.040061963791951094,0.0,0.0,0.0,0.010166067792252253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01700275370955289,0.32811085012703145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038816153486102536,0.033134008419518454,0.02520208904063373,0.0017149424079084094,0.010578378443646261,0.0,0.0011026912769839742,0.0,0.0,0.0,7.102681333230107e-07
"Elaboración y conservación de frutas, legumbres y hortalizas",0.0,0.0,0.0,0.0,0.0,0.0,0.004448615813677292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007319974059039299,0.25515902557678655,0.0,0.0,0.0007282079456490347,0.016544257158948313,0.01667485318736239,0.0,0.007486675222659737,0.02144381874295814,0.040977468816689455,0.0,0.001460696577882303,0.0,0.08254261976124225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024230580796889105,0.5192880544528596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005779277764664764,0.0005422086048045935,0.0011506976764749008,0.00048112110199188417,0.0027741305197479826,0.0,0.002756691985056474,0.0,0.0,0.0,3.5087594952733677e-07
Aceites y subproductos oleaginosos,0.0,0.0,0.0,0.0,0.0,0.008846457085536389,0.019216312015176148,0.0,0.0,0.0,7.449838179543997e-06,0.0,0.0,0.0,0.038410180452200286,0.004401424597187155,0.0,0.43712469206159726,0.00118420445426201,0.0002928200284459654,0.10220075556785571,0.147243794091966,0.0,0.007165540314470086,0.04131475195697936,0.001852074921969059,0.0,0.0003263254875312378,0.0,0.0028743018339940137,0.0,0.04476114868753887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026952987777355264,1.5727436156815102e-05,0.018192881088899954,0.01409042828047369,0.0015848966345299584,0.0,0.010766351872751044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2847013791625806e-05,0.0,0.0,0.004375256099945373,0.08653077346609195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005731107835899705,0.0010376157191736089,0.002198586460931233,0.00010627307039455565,0.0017983269732848237,0.0,0.0012051618273226463,0.0,0.0,0.0,0.0
Productos lácteos,0.0,0.0,0.0,0.0,0.0,0.006121691980896814,0.0004872999897991193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637076973207798,0.0,0.0006470362132124546,0.05861829179509167,0.0,0.03677150273021162,0.02457867066105628,0.0072742578945528885,0.00015859417298288785,0.0,0.0,0.003024828305646655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01731472354255941,0.4903040133936226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01918118948991244,0.014259501611777926,0.037937859441518375,0.004294432840302261,0.010281222807617639,0.0,0.005013439778754233,0.0,0.0,5.817992758883115e-07,2.3164230428886476e-05
Molienda de trigo y de otros cereales,0.0,0.0,0.0,0.0,0.0,0.009144737016642299,0.0016984566488736908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005817816411339122,0.03942481556851118,0.002938843784286865,0.029452502958031795,0.031298492364934614,0.002351978610849587,0.6380172497402045,0.0017160555119976398,0.00022720044736485175,0.08720615797704413,0.004242026465135343,0.0,0.0009806681917088464,0.011025293742755737,0.04730119989311449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006142178343324103,0.0028356058762796597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019035052934009353,0.07468102958042305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006901731266708468,0.0,0.0,5.402238083321652e-05,0.0003118588590790123,0.0,0.0005381312071945413,0.0,0.0,0.0,0.0
Alimentos balanceados,0.0,0.0,0.0,0.0,0.0,0.19592287888429913,0.7445896569862103,0.0,0.0,0.0,0.001441202739691793,0.0,0.0,0.0,0.0,0.01024711457159097,0.0,0.0,0.0020433658382209264,0.0006983808740149933,0.030551936701849827,0.0012976276025713678,0.0,0.0,0.0,0.002001100907231101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019171767528611776,0.0019623356202085863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800456066423063,0.00018027653154683389,0.00038303154549908437,6.285898972053616e-05,6.923013643025502e-05,0.0003248611813501371,2.7862550047432513e-05,0.0,0.0,0.0,0.0
Productos de panadería,0.0,0.0,0.0,0.0,0.0,0.0,0.0004147396044386654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002535812267832534,0.0004289731461922209,0.0,0.0,0.0013665680540950723,0.00043893451048037036,0.0,0.022127573986922906,0.0,0.0,0.0,0.00030727953660833094,0.0,0.0,0.00021047876304811823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022947472520593162,0.785604052054579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.665272780646105e-06,0.0,0.06234128437728149,0.027850726735455772,0.05355328843458111,0.011385564439240752,0.008515316813683149,0.0,0.0021552077843303295,0.0,0.0,2.1783875194891657e-06,8.711435138617353e-05
Azúcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0816243069758939e-05,0.03619598685131846,0.0,0.13030749760386726,0.0009195295083112037,0.0015524285752737954,0.14065777394523335,0.0195485979879059,0.11559882107912117,0.0,0.036204396728384165,0.05245929985416677,0.005515887039225875,0.000890801963644275,0.18292144988761402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14019949766489467,0.0,0.0,0.0,0.0,0.0,0.0,0.008379611431429299,0.0,0.0,0.0,0.025233153918487947,0.0199324009616037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7956082331952236e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020801421591726764,0.07301480076343822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005166889544947506,0.0007592456861237897,0.0016069811406646207,5.0136759733905536e-05,0.00029025239430316413,0.0,0.0004928832965825013,0.0,0.0,1.7365527864291874e-07,6.7477479701248424e-06
"Cacao, chocolate y productos de confitería",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028471044155260823,0.0,0.1172078293674702,0.0,0.0,0.23977075395360042,1.1028711979093881e-05,0.3816431793663442,0.0,0.0005694825821932113,0.006833868110178529,0.0,0.0,0.0,0.0012473241876775198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03303739365776565,0.19048305449972994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007358233234275448,0.0019549356031193827,0.013377596259060896,0.0013510557793689974,0.0009739201039999828,0.0,0.0013326231768305116,0.0,0.0,0.0,6.169908799493081e-07
Pastas alimenticias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048090906826519,0.002356260659137041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026059404125242706,0.8724471886537244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009275752049343563,0.0023022263794398533,0.02558264511248003,0.016529555676675103,0.0037726113366783657,0.0,0.0019316260251691516,0.0,0.0,0.0,0.0
Otros productos alimenticios,0.0,0.0,0.0,0.0,0.0,0.0,6.429832174477966e-05,0.0,0.0,0.0,0.0005741270098565889,0.0,0.0,0.0,0.038438031799215205,0.0018182513386528585,8.793268542886857e-05,2.8846776218646286e-05,0.033878396581457096,0.011300760285110399,0.00031714793161176716,0.15383781069057959,0.0004378426529028194,0.0025470251541865547,0.0031372654210563644,0.20759041033670436,0.0007894900912216226,0.001751227805788413,0.0,0.20076418489941003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.921793783464983e-05,0.0,0.0,0.0,0.00048565880259197815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014161268021455196,0.3044493760319729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013342217124900604,0.0007101852575908228,0.0017384466846420323,0.0005297262994309415,0.002529448137488972,0.0,0.004583626595999365,0.0,0.0,4.284174685937567e-07,1.7350907478047146e-05
Bebidas alcohólicas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008622950642734563,0.0,0.0,0.0,0.0,0.023411781848010273,0.0,0.11348582314276154,0.0,9.713872489233792e-05,0.06092217029497793,0.02340206797552104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002093339521429882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009465089421592857,0.7566359240591035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001097127931700683,4.425208578428727e-05,0.00011413800174849706,3.237957496411263e-05,0.00018483340708680963,0.0,0.00039098336769166007,0.0,0.0,0.0,0.0
Producción vitivinícola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4608514182700225e-05,0.026002241347636675,0.0,0.0,0.0,0.0,1.253147425151062e-05,0.0,0.0,0.0,0.000303053972893438,0.0019707924152428196,0.46598904577448447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005950027056214489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01753193403891672,0.47713658831984346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010316186542501033,0.0,0.0,1.8762594045079438e-05,0.00010853225987109418,0.0,0.0,0.0,0.0,1.384693287459737e-08,7.061935766044659e-07
Cerveza y malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003117267551093893,0.0,0.0,0.0,0.0005097387541915629,0.0,0.0,0.21177395662138032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05176275917879553,0.7356418186905231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
