,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza privada,Salud humana privada,Servicios veterinarios,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Pesca,0.0,0.0,0.0,0.0,0.0,0.0,3.722457978351511e-05,0.0,0.0,0.0,0.10397768891705018,0.0,0.0,0.0,0.0,7.805324738141895,0.0,0.0,0.0,0.0,0.0002745201612142473,0.0,0.0,0.0,0.0,7.9257229803446e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002176152866916057,0.0,0.0,0.0,0.0,0.0002231549561391896,0.0,0.0,0.00018820932123930867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.659906024788366e-05,0.00022976087077272622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0311297647761597e-05,0.0,0.0,0.0,0.0,0.0,0.0
"Extracción de petróleo, gas, carbón y uranio",4.2335327720547973e-07,0.00014612139624249886,0.00014289102900481797,2.169455341521657e-05,0.0,0.0,0.0,0.0,0.0,9.627737870227512e-05,1.3357936297098043e-05,0.0645690075634304,0.0,0.0,0.0,0.0009041713337201927,0.0,0.0008278162358951375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855757125573049e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040916994786168473,0.0,0.0,0.0,0.9423454262072133,0.01440820845185658,0.018270221173578932,0.0009128864226938763,0.0001528861293640533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005905816759573537,0.0,0.0,0.0,0.0014863485626213455,0.00896347083393804,0.0,0.0005701882156977357,1.0833053227526818e-06,5.8960645997778455e-05,0.0,0.0,0.0,0.0,9.419165861809267e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006380624171266587,0.0,0.0,0.0,0.0,0.00030456321352260665,0.0,0.0,0.0,0.10028059161241978,0.7413640420238045,8.612025026804386e-06,1.7787180978232483e-05,0.0,0.0,0.0,0.0,0.000800737722533432,0.0,0.00440625117911398,0.0,0.0,3.2977024414693613e-07,0.0,0.0,0.0,0.0,1.5387095702499515e-08,0.0,0.0002539243637133783,0.0004571852784801138,0.0,0.0,0.0,0.0,0.0,9.673054755283976e-06
Extracción de minerales metalíferos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9036475411743864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.935642429957417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041355782693641284,0.0,0.0,0.0,0.0,0.00035340263235771594,0.0,0.0,0.0,0.0,8.758704030700739e-06,0.0,0.0,0.0015006585231506014,0.0,0.0002678621083838715,0.0,0.0,0.0005779433896885558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.051574610555714e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Extracción de otros minerales,0.0,0.0013865747370671398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.414597089926886e-05,0.020029185832293177,0.0,0.023927782712219188,0.00012543722482027562,0.0,0.002518973529251703,0.0005915660645347499,0.0,0.0008250364327101882,0.0,0.0,0.002857621507770813,0.0,0.0,8.068528799810268e-05,0.0,0.0057465601449829245,0.004056798441297083,0.0011592670308164146,0.0,0.0,0.0038465660035349836,0.003388719555891037,0.0,0.0,0.0,0.0,0.0,0.0,8.394480843519058e-05,0.0029743455836957877,0.0,0.0,0.0,0.0,0.0,0.0,0.016223566936651893,0.0,2.9000905879634486e-06,0.006965118298350332,0.00016931002457467036,0.013433036172563374,0.0017224610443904048,5.123635486871632e-06,0.0020578927286159145,0.004109118382003562,0.0004053511804404834,0.029722049567462647,0.11513393952544348,0.08433337140940655,0.06111546847934897,0.07275295596790919,0.003611499011710535,0.005672015219904472,0.016265816160992052,2.531911277596384e-06,0.0003118797496662192,0.0,0.0017899526968747845,8.407541074923936e-05,0.0014481213275977043,0.0,0.0,0.0,0.0,5.9424255152514635e-05,0.000263646163415362,0.0,0.0,0.0,0.0,0.0,0.0005754798175356119,0.0,0.0,0.004374315520564993,0.0006839415646527198,0.0,0.0,0.0,0.0,0.0,0.0,0.29591831224120735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009986343588874306,0.003990204220289272,0.0,0.0,0.0,0.0,3.066114762943222e-08,5.8624574274448343e-08
"Matanza de animales, conservación y procesamiento de carnes",0.0,0.0,0.0,0.0,0.0,0.00012828189991900683,0.009538547497061485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4205531059825178,0.043202769477505454,0.0,0.0,9.042669018371142e-05,0.0,0.10123575350400185,0.14671215449902258,0.0,0.0293755550508227,0.302980288710147,0.003102063711888117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09858839547640608,1.1453999106517034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6843795146680806e-05,0.0,0.0,0.0,0.0,0.021932072851751055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296969666194577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020963370207777714,0.5709095256866874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05571037093580809,0.03211750348257268,0.008877713108023415,0.0,0.0,0.0,1.9699787351910197e-06,2.0073054231571113e-05
Elaboración y conservación de pescado y productos de pescado,0.0,0.0,0.0,0.0,0.0,1.3223589860136183e-07,0.00027617971068928177,0.0,0.0,0.0,0.001348786151336161,0.0,0.0,0.0,0.0,0.4433504342224233,0.0,0.0,0.0,0.0,0.004133954621864462,0.002385820719430017,0.0,0.0,0.0,0.0003406632823353521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007829686773280058,0.011010252947770598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.007713134791036e-06,0.0010708701616444292,0.0001506778843072775,0.0,0.0,0.0,0.0,3.90830495162989e-09
"Elaboración y conservación de frutas, legumbres y hortalizas",0.0,0.0,0.0,0.0,0.0,0.0,0.0010436876542310365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007408806898692325,0.25515902557678655,0.0,0.0,0.0001817148237216488,0.010577741666635073,0.010050931756598151,0.0,0.01645599639985794,0.04863490639656002,0.013898124161067876,0.0,0.0005764478075874545,0.0,0.0357470754985684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011293477272534,0.17636961640814852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012067250049692879,0.0004948803910537455,0.0003999411007146164,0.0,0.0,0.0,0.0,1.954152475814945e-08
Aceites y subproductos oleaginosos,0.0,0.0,0.0,0.0,0.0,0.0006833224668846944,0.00840848268323991,0.0,0.0,0.0,1.607824551261649e-05,0.0,0.0,0.0,0.00811054921618518,0.08308716623612579,0.0,0.43712469206159726,0.0006781947893475614,0.00013628173996470386,0.12187138264949576,0.16553249169606096,0.0,0.0293755550508227,0.17476443363723568,0.001171578942896344,0.0,0.0002401888943168865,0.0,0.002321649145409436,0.0,0.012350750150026474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010736768650655945,7.794709577699043e-06,0.006823694411852138,0.00876995211117455,0.000642682361463354,0.0,0.006318903548430956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.059788875706129e-06,0.0,0.0,0.0038033761997931575,0.0548135551906526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022319027716219042,0.0017635367178313185,0.00048354818003884113,0.0,0.0,0.0,0.0,0.0
Productos lácteos,0.0,0.0,0.0,0.0,0.0,0.0008256577005990173,0.00037231988479181894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26370769447957715,0.0,0.0013472508197860276,0.11506722725811593,0.0,0.2632211322477635,0.18154259182126384,0.008034779024476548,0.003971895600666912,0.0,0.0,0.004266160416420753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02628170911119964,0.5423193127680749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013043209319694509,0.05313565239661693,0.0048271200807536736,0.0,0.0,0.0,4.13925492997335e-07,4.201427823002131e-06
Molienda de trigo y de otros cereales,0.0,0.0,0.0,0.0,0.0,0.0015177164556418586,0.0015968538002488711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23597380247017052,0.15799186115164993,0.006314509178793238,0.03624207577273959,0.03129849154281839,0.0060262077131662956,1.5411388580101877,0.004862198713378182,0.002001287197322568,0.7926074585762423,0.0057656659560768085,0.0,0.0015509118482110317,0.06225734261087485,0.08209174198280765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008550874828568984,0.0027016183416277728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035553551675572923,0.10164611389339316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005775077727017733,0.0,0.00018017406530555644,0.0,0.0,0.0,0.0,0.0
Alimentos balanceados,0.0,0.0,0.0,0.0,0.0,0.012690942207428155,0.27322282616171456,0.0,0.0,0.0,0.0026083705213813665,0.0,0.0,0.0,0.0,0.1622163632993091,0.0,0.0,0.0009813553050617603,0.00027257223558247324,0.030551938072630673,0.0012233443361640173,0.0,0.0,0.0,0.001061535158513091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013975918116099876,0.0010424207805551182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002614126378168275,0.00025764865976068464,1.5610566722807207e-05,0.005280605798273638,0.0,0.0,0.0,0.0
Productos de panadería,0.0,0.0,0.0,0.0,0.0,0.0,0.00016142724669498704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.762936078776024e-05,0.007203184274095314,0.0,0.0,0.0006961659223424893,0.0001817148237216488,0.0,0.02212757351893815,0.0,0.0,0.0,0.00017290214591805808,0.0,0.0,0.0004920387808829486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017744117391170672,0.44266464645528136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7045779754008764e-07,0.0,0.021595644759412214,0.038210334442567606,0.002036693340215067,0.0,0.0,0.0,7.895245514578797e-07,8.049154047881758e-06
Azúcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015483845306441636,0.05119459050338102,0.0,0.05659249842889955,0.00032453703652629063,0.001403850833412206,0.11991449892615015,0.01954859701798674,0.35937862843688045,0.0,0.017367448739166826,0.5705878972131702,0.003078782400437785,0.001775334459801539,0.11204450333286613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688863527411209,0.0,0.0,0.0,0.0,0.0,0.0,0.002531350397723574,0.0,0.0,0.0,0.007759409615929051,0.007807607612673475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.250171476302797e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001371262267768517,0.035074379302139726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001525905270687775,0.0009774925168863692,5.918458543643692e-05,0.0,0.0,0.0,5.365700835150639e-08,5.315294734216651e-07
"Cacao, chocolate y productos de confitería",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012952936552751164,0.0,0.016373716907701973,0.0,0.0,0.06575145347616815,3.5475290876918676e-06,0.3816432088001416,0.0,8.7873180911208e-05,0.02390935443474826,0.0,0.0,0.0,0.002887762923823803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00700542486725658,0.029433142154731053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000698993499326755,0.002617471355713325,6.387888417874576e-05,0.0,0.0,0.0,0.0,1.563321980651956e-08
Pastas alimenticias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04809090299948321,0.00035236145904658144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005355282033569678,0.13064975337470514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.539606980706709e-05,0.004851080312047928,0.0002398088582722363,0.0,0.0,0.0,0.0,0.0
Otros productos alimenticios,0.0,0.0,0.0,0.0,0.0,0.0,4.4476869652881947e-05,0.0,0.0,0.0,0.001958785041693611,0.0,0.0,0.0,0.012830749960236039,0.054260223777078086,0.0002592622391057491,4.5602039765693554e-05,0.030671681762005378,0.008314411929276106,0.0005978558712396577,0.27339862559823963,0.0009127320992612533,0.016506589655915727,0.02097906605534988,0.20759040539585122,0.01790078301928285,0.00203765922587892,0.0,0.2563524307925636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.990064318661451e-05,0.0,0.0,0.0,0.00039656548056953527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019460541989571537,0.30487334604795985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00821394288504834,0.0022043944895841824,0.001075186635428604,0.0,0.0,0.0,2.7595032866488995e-07,2.8491543097381896e-06
Bebidas alcohólicas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112129427190451,0.0,0.0,0.0,0.0,0.001835027078942499,0.0,0.03243698690938061,0.0,4.284174583970054e-06,0.06092218673359887,0.0012009306246517496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.813907391065039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005736569806652838,0.03341689534407828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9788985915883212e-05,6.383119543092984e-06,3.4650804293982297e-06,0.0,0.0,0.0,0.0,0.0
Producción vitivinícola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003746664403278882,0.0658886787804717,0.0,0.0,0.0,0.0,1.914020061595069e-05,0.0,0.0,0.0,0.00026045401373546835,0.038404075078540725,0.4659890393219656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032202062463787664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02070588035201128,0.41063708935592125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054582565497067505,0.0,3.964861373083697e-05,0.0,0.0,0.0,7.665286907358054e-09,9.966177626656219e-08
Cerveza y malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013334692252328078,0.0,0.0,0.0,0.00012269399989092014,0.0,0.0,0.21177394615102266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017121660808752003,0.17731540176852234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gaseosas, agua mineral y otras bebidas no alcohólicas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1508111609853328e-05,0.0,0.0018759582641479059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.175992428149841e-06,0.020980351259120587,0.0,0.0,0.2508531986531168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.708700562621066e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02060463426137616,0.542341681085214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010862437225078743,0.0007740626479491671,4.757024285848315e-05,0.0,0.0,0.0,5.365700835150639e-08,5.725666754137788e-07
