,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Metalurgia de no ferrosos,0.50,3.45,0.23,1.55,0.09,13.98,0.40,0.09,0.00,19.45,10.03,0.00,0.00,0.00,0.46,0.00,0.06,0.02,0.00,0.04,0.03,0.26,0.04,0.08,0.11,0.07,0.00,0.16,0.00,0.08,0.06,0.27,0.05,0.08,0.04,0.23,0.21,0.01,0.00,0.04,4904.10,705.45,3381.53,729.85,0.00,341.73,586.86,0.00,1376.00,0.06,0.02,5921.40,0.11,0.08,0.03,0.00,0.06,0.00,6845.12,327.13,2730.16,0.09,98.53,0.85,28388.78,207435.10,3326.21,35498.87,13485.05,5807.73,52113.66,12000.44,22798.40,3791.69,2408.42,28244.63,0.00,13177.18,11856.73,85913.18,34422.81,33288.66,7960.90,2218.86,4478.94,2.71,3809.91,24708.26,4205.33,117.31,3485.68,1946.19,6.82,0.00,0.00,75349.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.62,0.00,0.00,14889.80,0.00,2079.70,104.98,221.66,1433.49,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Fundición de metales,0.12,0.82,0.06,0.37,0.02,3.31,0.09,0.02,0.00,4.60,2.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1159.43,166.76,799.46,172.54,0.00,80.76,138.69,0.00,325.31,0.00,0.00,1399.96,0.00,0.00,0.00,0.00,0.00,0.00,33778.45,118.78,645.47,0.00,0.00,0.00,6932.26,47518.24,52339.36,211271.03,4484.26,79331.55,241747.66,30346.51,6323.06,25451.58,569.41,20767.25,0.00,3114.76,2803.10,20311.36,8138.35,7870.29,1882.11,524.59,1058.84,0.00,19054.95,7400.47,1228.82,27.73,94243.71,1262.08,0.00,0.00,468.58,18108.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.86,0.00,42.45,24.81,52.38,80.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Estructuras metálicas, tanques, depósitos y generadores de vapor",1268.57,234.14,176.74,452.43,122.66,473.62,57.87,64.59,17.14,90.10,263.78,0.44,0.00,0.00,114.35,0.15,124.53,0.83,55.34,50.30,16.84,76.95,73.90,17.41,60.37,14.72,0.83,53.41,0.83,61.79,24.72,5.00,17.87,16.56,8.12,52.07,31040.85,0.58,30.96,84.86,103.73,15.47,0.50,34.33,3.71,2.62,1.19,0.08,49.04,22.37,7.19,23.88,22.65,22.04,1.20,3.20,0.88,19.27,237.53,25.55,20.69,82.00,0.79,66.08,483.17,2342.98,0.17,119650.30,2959.79,451.16,1125.37,880.40,1212.59,1555.63,306.50,2683.15,0.00,0.00,0.00,4.12,43.90,0.03,11.18,115.48,65.57,1.68,2.65,22.06,11.24,0.63,88.46,0.00,9463.08,0.00,241.36,581880.01,123.74,235.19,0.73,13.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4438.00,0.01,27371.95,1.94,3.92,0.59,0.00,0.06,40.05,0.00,40.65,0.00,1.15
"Forja, laminado y tratamiento de metales",0.02,1.42,0.01,1.05,1.03,3.86,441.00,0.00,0.00,0.70,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56940.93,21746.99,0.00,0.00,369.46,175.78,25.28,121.21,26.16,18218.53,99470.31,21.03,0.00,49.32,0.00,0.00,212.25,0.00,0.00,0.00,0.00,1275.24,0.00,245.34,2129.80,684.90,1325.42,1180.04,0.00,1337.38,7114.24,47665.99,1094.65,11220.42,36819.94,172849.63,65253.14,25330.19,23709.53,86.33,1012.38,1957.88,1141.14,3571.08,8038.91,1233.85,8059.54,285.35,79.53,3013.97,0.00,136.56,4967.03,1608.74,4.20,124.94,69.76,531.97,0.00,6452.72,35724.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,0.00,6.44,3.76,7.94,12.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Artículos de cuchillería y ferretería y herramientas de mano,1450.62,43.11,312.25,6849.91,68.65,16.98,3638.04,3427.94,0.42,453.72,7065.69,0.00,0.00,0.00,25100.14,18.88,50099.36,0.37,1.46,36.77,11.47,63.44,67.73,20.31,43.02,27.96,2.17,31.61,20000.38,35058.82,35.20,101.96,19.38,28.09,20.58,35.54,22.00,1.06,23.99,57.70,15084.07,28.59,46.36,31.72,3.65,21.73,93.78,11.80,1.20,14.32,33.00,30015.41,39237.09,30000.69,0.52,9.76,9.55,11.55,131.64,14.55,0.50,91.83,0.85,43.99,127.91,29.40,12.82,36.83,41.50,26362.48,9543.73,374.45,485.78,7.40,7.89,920.73,0.00,0.00,0.00,6.67,7.12,0.01,10.09,44.23,48.99,50875.77,11.61,51042.45,30.93,2.20,32325.85,0.00,0.00,0.00,9.18,64503.04,1543.74,2562.43,0.00,43.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1006.49,0.46,0.79,0.00,0.00,0.00,5745.14,263.21,19.12,0.00,4780.77
Otros productos metálicos,99.38,117.30,491.79,5039.40,7.01,89.56,6.21,23.93,0.95,17.52,153.35,124609.56,0.00,0.00,23214.00,3892.54,71176.49,6095.33,37289.99,24.10,295.88,5145.48,161.49,5618.90,2324.98,8751.94,4126.32,1589.45,28719.22,48448.54,5393.12,76.70,16.57,3645.48,15.48,18615.45,46.14,3507.23,4171.38,627.53,20471.64,41.50,72.87,32.91,1.81,34.96,624.52,3199.85,4139.42,13178.43,1836.74,33384.34,24721.41,63913.20,1077.78,308.17,2423.37,20708.62,10569.04,646.43,1614.59,994.67,6.47,21331.97,75444.00,3353.54,1137.00,732.94,1091.48,1610.81,106224.11,42195.66,31811.94,8809.22,3002.50,31905.07,2.63,4915.45,647.84,1786.39,8893.39,3619.78,6411.06,2383.32,14189.59,233495.20,33478.02,222091.65,7115.81,5857.78,31350.44,3157.30,5923.61,76.33,2163.65,157781.59,5.23,8.69,0.01,0.00,0.00,0.00,0.01,0.00,0.00,172.14,50.52,2291.44,537.95,404.40,132.41,0.16,14526.70,770.87,1598.19,666.84,1150.06,0.00,2.14,4975.58,5.46,0.00,0.98
"Motores, turbinas, bombas y compresores",444.79,58.08,1.59,99.17,23.80,116.60,99.06,29.83,0.24,26.29,2314.50,7283.27,0.00,0.00,4516.41,893.66,4469.78,0.00,0.17,1617.90,502.18,2863.71,3057.44,908.58,1927.19,1253.43,185.87,2503.01,0.00,2656.42,1577.51,4729.44,1450.07,2183.28,1589.69,2626.94,962.09,47.47,1959.93,2581.44,3795.66,1278.31,2148.02,2381.99,271.80,1739.28,4467.87,549.43,0.15,1045.89,1528.10,1191.18,953.09,638.11,771.46,810.61,871.71,1245.83,5848.19,1734.36,801.67,4181.98,369.23,3331.30,12447.99,2225.02,2413.01,2567.34,1931.84,698.96,154.77,31860.74,24591.52,2829.05,595.18,55310.80,0.00,78.31,18.55,522.71,850.00,750.92,2519.25,2515.23,4066.75,61766.57,579.17,15778.12,6732.90,1342.08,2631.71,360.45,5733.80,0.00,437.22,337198.26,1.09,1.81,0.00,0.00,0.00,0.00,0.00,0.00,4536.61,0.00,0.00,0.00,0.00,0.00,0.01,0.00,3.62,22.94,39.77,1.03,0.00,0.00,0.00,0.00,889.94,0.00,5.38
"Engranajes, hornos, elevadores y otras maquinarias de uso general",58756.81,10609.89,4022.67,10531.99,2287.76,18213.39,427.63,9879.50,296.84,2256.18,6229.39,0.00,0.00,0.00,6987.41,1907.10,6703.99,3.31,5044.33,1664.98,1135.17,3908.72,979.87,208.41,4234.46,539.02,8.99,2716.87,3.44,2860.79,2861.84,8630.17,1274.63,1775.59,2158.57,1961.54,2429.64,29.46,3229.48,7157.68,5993.19,4384.97,2897.32,2058.93,229.69,1824.50,5935.59,0.00,1096.13,1495.27,536.74,1436.78,459.85,145.59,4010.65,33.55,898.05,622.02,14279.76,1552.50,687.59,1185.73,11.14,944.69,14379.42,2610.51,0.00,1323.25,4.99,381.53,267.47,10993.39,160818.67,453.86,805.16,5022.99,0.00,1437.27,3087.83,51.27,3285.54,8.70,435.81,20.20,525.31,3021.05,13.70,2619.65,90.48,3.57,5639.71,0.00,1.09,0.00,11883.29,178650.11,12938.04,12950.36,0.39,12938.61,0.00,0.00,0.00,0.00,0.00,0.00,35.62,81.54,0.00,0.00,252.93,0.33,1220.01,1.65,3.49,1.13,0.00,0.00,4.11,14800.65,1553.67,0.00,0.30
Tractores y maquinaria agrícola,32961.23,7485.42,3764.57,2483.04,363.06,1331.03,931.24,5695.96,23.95,406.20,362.64,0.00,0.00,0.00,156.24,0.00,171.58,446.01,77.16,1338.32,368.97,111.21,891.32,587.23,82.93,987.57,0.00,805.19,643.58,84.71,1784.00,5.36,23.46,20.99,9.83,69.65,879.74,32.85,41.21,117.02,143.59,1239.21,0.00,45.58,5.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,916.03,0.00,0.00,0.00,100.97,115422.88,10322.24,225.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5336.65,105.12,4274.49,867.26,0.00,0.00,0.00,0.00,0.00,0.00,1350.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.86,0.00,13637.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Otra maquinaria de uso especial,2786.25,296.29,4246.95,2560.61,2409.25,32249.97,762.49,10140.01,275.97,445.58,5942.50,20000.03,5000.01,14000.00,2803.66,981.39,811.03,226.75,195.66,585.83,330.63,182.37,1087.18,232.41,393.14,445.75,89.98,788.68,291.02,1080.94,562.73,576.39,247.84,426.93,310.79,553.03,388.08,16.54,416.58,386.73,413.54,550.97,318.61,460.19,65.48,270.20,510.80,10.30,49.18,265.61,35.79,207.40,390.70,310.32,262.99,221.71,209.31,281.92,686.06,212.69,20.65,160.44,172.38,1114.15,111.61,202.88,11.19,1789.28,36.21,54.63,29.03,995.46,1431.28,367.77,79615.94,6145.54,0.09,11.17,17.49,30.17,245.50,6.23,90.93,100.38,1964.37,1063.97,241.90,235.29,629.22,35.88,137.88,0.00,52.49,0.01,77.61,76040.06,52.31,86.83,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,1363.31,0.00,25196.94,28.28,59.64,7.14,0.00,0.00,21.37,18407.16,218.79,0.13,0.46
Aparatos de uso doméstico,22.36,0.11,3.28,0.12,2.74,116.66,3.39,1433.42,0.04,1.42,21.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,281.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,4.70,0.00,0.00,0.00,5.96,3.24,11.87,273.64,103918.68,0.00,0.00,0.00,0.00,0.33,0.00,0.00,3423.72,19.78,3567.84,1.76,0.00,4.68,0.25,0.00,0.00,0.00,0.00,0.72,224512.72,3086.60,5262.78,0.00,211.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87024.73,0.16,85.07,26.70,53.70,0.07,0.00,35.84,1183.58,0.00,0.00,0.00,0.00
Máquinas de oficina e informática,13149.74,2918.33,1902.91,3295.95,1611.40,2983.53,3072.69,3009.07,20.61,1176.29,90.50,3109.06,52.66,313.02,97.90,13.53,121.08,60.15,204.01,119.00,28.45,89.84,145.68,53.01,110.74,116.57,7.65,95.24,36.68,202.39,74.40,127.00,47.06,78.48,57.77,129.50,63.35,3.28,87.59,119.77,179.76,81.77,128.65,2.44,0.00,72.47,0.00,2853.95,0.00,1.98,6.36,1.92,9.45,5.56,4.30,0.13,1.66,4.76,0.00,3.57,4.23,0.00,2.14,5.81,0.00,4.31,7.36,3.86,4.08,4.24,10.94,0.33,1.65,3.35,0.00,2.23,10868.96,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00,0.70,12.31,0.00,67.55,97.81,193.79,0.00,4203.80,7447.59,635.36,1609.77,11.81,783.98,0.00,56.13,900.44,2526.33,236.05,0.00,0.00,2134.90,5302.26,0.00,0.00,1939.05,0.00,930.81,1377.42,0.00,105.91,2586.72,0.00,653.37,0.00
"Motores, generadores y transformadores eléctricos",681.61,70.48,53.33,118.89,36.34,341.90,50.89,261.68,1.94,28.44,35.56,0.01,0.01,0.00,33.95,993.90,33.59,0.04,0.01,12.23,3.80,21.51,22.98,6.86,14.49,9.48,0.73,10.42,0.04,19.97,11.92,35.54,6.53,9.54,7.02,11.81,7.27,0.36,7.99,19.40,28.50,9.68,16.15,10.65,1.22,7.47,32.71,4.13,0.00,4.73,11.47,5.10,0.06,0.51,0.05,3.30,3.25,3.79,43.93,4.78,75.73,31.40,0.21,15.00,44.71,9.96,4.48,600.53,14.51,572.80,10279.29,34840.38,28556.26,4677.85,13394.78,19477.14,4.11,10791.46,2893.49,202.22,3263.73,10300.26,3355.01,9961.06,2496.13,564.46,5.33,1369.01,133.16,1.19,280.20,0.00,35487.80,0.00,4.43,36621.31,324.45,538.18,5.09,249.14,0.00,0.00,0.01,0.00,0.00,0.02,0.00,226.27,0.00,0.00,17.93,0.01,554.62,109.76,232.27,1.00,0.00,0.00,0.22,0.00,6.68,0.00,498.17
Aparatos de control y distribución de energía eléctrica,88.26,11.02,3.48,6.55,4.58,70.86,29.82,7.01,0.16,9.28,399.82,1.50,0.00,0.00,41.30,75.29,5.25,1.76,0.55,3.41,2.98,23.24,3.27,7.23,10.22,6.17,0.29,14.76,0.00,6.96,4.91,24.50,4.17,6.79,3.44,19.92,19.02,1.13,0.13,3.51,10.29,9.78,7.06,4.88,0.00,11.41,23.14,0.27,4.88,5.69,2.24,3.14,9.95,7.15,2.99,0.27,5.71,0.80,49.56,0.07,9.23,8.12,2.10,17.27,34.16,2.49,2.87,58.46,2.13,7.06,642.21,2223.75,2125.30,299.60,836.91,3983.39,0.00,5498.15,9011.79,791.78,449.85,643.68,431.75,623.82,947.21,226.87,5.00,1.29,31.98,1.88,29.53,0.00,16725.74,20.50,57.80,163775.79,765.23,3255.45,2.48,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18067.42,0.00,0.00,337.06,0.00,2801.14,13.43,28.04,2.69,113.54,0.19,0.41,0.00,239.79,0.00,130.22
Hilos y cables aislados,195.68,19.83,13.33,33.11,10.12,84.08,38.98,93.21,0.53,9.01,13.75,0.00,0.00,0.00,1919.33,0.00,245.81,81.71,0.00,156.95,138.45,1085.00,152.43,344.80,475.12,286.72,14.76,686.37,0.00,329.00,238.20,1136.07,193.96,318.36,159.31,946.67,878.93,56.45,0.00,163.03,737.39,490.94,526.14,262.60,0.00,549.63,1099.02,26.23,315.60,267.61,102.58,451.73,469.57,350.64,138.71,11.40,267.40,0.00,2715.28,16.92,348.18,376.52,97.70,802.99,2902.58,10240.67,255.13,2041.83,409.24,610.62,2098.69,278.07,2868.70,622.11,124.57,5214.94,0.00,12568.87,2998.77,18421.36,3270.70,1721.85,1464.06,224.95,1952.98,11419.46,438.25,1278.03,685.31,92.02,831.22,100.67,29129.93,0.00,0.00,232007.50,22.28,36.98,2.07,101.16,0.00,0.00,0.00,0.00,0.00,0.01,0.00,57126.64,0.00,0.00,8.60,0.00,715.02,225.43,473.13,82.37,0.00,0.00,0.00,0.00,34.36,0.00,24.47
Acumuladores y pilas,19099.87,1733.49,1252.29,3008.87,849.88,6894.42,566.91,5977.41,62.50,734.24,42.46,8.80,1.02,5.42,10.08,30.98,6.44,7.14,2.12,16.02,5.66,2.79,5.21,8.10,3.83,14.10,1.42,15.40,7.21,5.61,14.75,7.05,7.82,11.90,8.64,15.09,11.03,0.55,10.53,3.74,12.81,17.81,13.19,13.92,1.81,9.97,8.92,0.00,3.77,7.63,0.29,21.27,12.68,10.25,10.21,6.48,7.16,7.08,25.10,7.50,9.49,0.60,6.67,4.01,65.78,483.71,6.97,521.58,15.83,15.15,421.99,1761.41,1093.65,1196.82,1240.59,2878.44,210.41,5455.89,377.75,710.55,53198.72,407.91,2596.80,867.35,4560.06,20701.39,18.64,60.65,3021.12,1.69,18.00,4.78,88.30,1.90,7.42,50881.61,4403.12,7307.95,96.58,4152.33,0.23,15.19,0.16,1.09,17.44,49.22,4.57,10834.82,0.00,41.34,298.66,0.14,5638.68,390.95,751.59,37.38,26.67,0.00,3.50,50.09,67.81,12.65,19.17
Lámparas eléctricas y equipos de iluminación,153.43,239.90,21.48,36.94,17.84,1273.79,463.99,24.79,0.26,12.64,639.66,384.32,1.13,0.41,760.54,127.02,86.93,31.89,139.74,70.02,54.68,402.98,58.87,88.71,187.80,114.35,0.00,270.92,0.00,101.28,39.71,464.40,76.01,111.89,66.71,260.35,375.85,0.00,32.87,64.39,162.04,181.64,11.00,99.49,0.00,201.28,461.84,68.26,0.00,88.93,48.57,60.41,147.71,37.61,55.27,10.76,93.75,204.05,616.67,16.77,92.50,153.14,39.00,315.87,721.86,73.13,147.08,188.72,137.43,60.59,0.00,0.81,149.84,148.70,0.84,1.92,0.00,3.29,0.00,0.00,41.71,1612.06,0.00,1.50,34.78,84.75,46.91,329.38,3.84,42.55,67.22,0.00,7466.88,0.01,0.06,84598.58,26265.41,63313.69,634.66,12015.24,0.00,0.14,0.10,0.03,0.00,0.36,0.00,288.44,0.00,0.00,27921.29,0.00,3115.53,904.01,1830.44,357.61,0.00,49.51,104.45,0.00,35297.35,0.00,994.86
"Tubos y transmisores de radio, TV y telefonía",16.64,3.40,3.55,4.33,1.90,169.04,30.57,2.81,0.02,23.88,35.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12268.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.40,0.00,0.00,0.00,453.76,2661.74,0.00,0.00,12256.61,898.89,10432.25,7777.77,1116.40,0.00,0.00,78677.45,1728.21,7164.44,0.00,0.00,0.00,4974.03,0.00,0.00,0.00,0.00,0.00,0.00,55031.97,1265.17,2097.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57701.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38519.74,10712.40,798.99
Receptores de radio y TV,12.42,2.76,1.65,3.07,1.52,25.03,2.88,2.11,0.02,5.43,6.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12458.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.06,0.00,194.55,0.00,7309.16,0.00,0.00,0.00,3.97,0.00,0.00,0.00,7427.82,311.91,67886.90,18.51,0.00,0.00,0.00,0.00,4539.45,0.00,0.00,0.00,912.29,3592.48,6894.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.67,0.00,0.00,0.00,0.00,73.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,937.29,83.02,13422.86
"Instrumentos médicos, ópticos y de precisión y relojes",58.98,15.27,10.57,16.53,8.19,33.49,17.06,40.33,0.11,17.32,35.50,0.23,0.01,0.06,12.25,2.36,11.85,0.08,0.16,4.37,1.35,7.82,8.07,2.43,5.19,3.44,0.26,3.74,0.02,7.18,4.19,12.64,2.31,3.39,2.50,4.33,2.65,0.13,2.86,6.84,10.09,3.43,5.69,3.77,45.41,84.47,222.32,1.46,0.06,1.69,4.08,1.83,981.36,214.94,0.08,1.16,1.16,1.42,15.74,1.69,0.06,11.08,0.09,113.17,16.02,3.54,1.64,4079.31,5.14,1.91,0.10,507.71,2869.37,1425.35,1642.26,5155.84,0.00,0.04,0.03,0.83,288.98,0.03,1.22,37.32,30064.48,149.57,1800.09,30.24,4067.62,925.39,7.08,207.73,1.91,0.02,628.38,23233.79,18995.48,31536.67,0.32,3.41,0.10,0.21,0.00,0.01,0.17,0.78,0.07,0.50,1.03,0.39,705.49,0.00,9815.36,1615.00,3360.93,15918.24,82155.11,1447.73,6961.63,0.40,16177.89,0.29,11250.73
Vehículos automotores,15401.22,2099.87,1898.39,2601.84,772.87,10886.22,1869.29,3315.61,249.59,638.06,70.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.34,0.00,0.00,0.00,194.81,1153.77,352.90,148.54,386.60,1016.56,304.91,9.08,326.84,0.00,0.00,0.00,0.00,221.60,130.08,388.29,1180.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1021.15,482.51,0.00,440.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390221.83,747.13,38001.53,47.77,441.00,0.00,0.00,0.00,0.00,0.00,0.00,15602.81,37080.62,0.00,0.00,109457.10,174371.36,0.00,0.00,0.00,30000.00,6973.47,0.00,0.00,0.00,1238.09,0.00,55795.26,478.88,1010.94,1095.54,0.00,0.00,0.00,8827.09,26825.79,0.00,440193.44
Carrocerías y remolques,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68100.93,65518.51,5332.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1179.03,0.00,0.00,0.00,0.00,0.00,11.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Autopartes,10304.74,1408.24,1271.12,1743.97,519.85,7979.26,1254.92,2216.89,166.40,428.83,47.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.56,0.00,0.00,0.00,129.87,769.18,235.27,99.03,257.73,677.71,203.28,6.06,217.89,0.00,2.13,0.31,1.47,475.96,86.72,259.01,787.31,0.00,0.60,0.00,0.00,2.57,501.31,177.88,0.00,18.93,0.00,0.00,2.97,680.91,388.16,0.00,293.67,2.95,11.17,84.89,1.17,124.48,2.76,2.52,17.59,15.11,6477.44,591.74,47.05,457.25,0.00,5.71,5.14,37.24,22.79,14.43,320.88,16.91,464.29,303985.22,9711.13,136723.44,1830.50,2010.84,1.51,0.84,0.00,0.00,17.12,44276.26,12541.00,27252.59,0.00,0.00,149442.38,265423.54,0.00,6184.35,0.00,0.00,1315.65,0.00,0.00,0.00,1229.20,0.00,63863.98,319.42,674.30,732.27,0.00,0.00,5.51,5884.73,12801.55,1.43,293462.29
